559;DIME TU;LA LEYENDA;BALADA
1230;BAILALO;LA LEYENDA;CUMBIA
1543;ME ESTOY ENAMORANDO;LA MAFIA;BALADA
3196;VIDA;LA MAFIA;BALADA
3452;AHORA Y SIEMPRE;LA MAFIA;BALADA
5946;UN MILLON DE ROSAS;LA MAFIA;CUMBIA
6247;ESTAS TOCANDO FUEGO;LA MAFIA;BALADA
5271;CORAZON DE OTRA;LA MAKINA;MERENGUE
524;MI REINA;LA MAQUINA;MERENGUE
525;NADIE SE MUERE;LA MAQUINA;MERENGUE
4785;PALOMAS AL VIENTO;LA MISMA GENTE;SALSA
2462;MUCHACHOS ESTA NOCHE ME EMBORRACHO;LA MOSCA;ROCK LATINO
2173;PARA NO VERTE MAS;LA MOSCA TSE TSE;CUMBIA
6399;QUE NADIE SE ENTERE;LA NOCHE;CUMBIA
475;LA PLAYA;LA OREJA DE VAN GOGH;BALADA
616;PARIS;LA OREJA DE VAN GOGH;BALADA
617;CUIDATE;LA OREJA DE VAN GOGH;BALADA
856;ROSAS;LA OREJA DE VAN GOGH;BALADA
965;LA REINA DEL POP;LA OREJA DE VAN GOGH;POP
1205;PUEDES CONTAR CONMIGO;LA OREJA DE VAN GOGH;POP
1424;CUENTAME AL OIDO;LA OREJA DE VAN GOGH;BALADA
2101;20 DE ENERO;LA OREJA DE VAN GOGH;BALADA
2164;MU�ECA DE TRAPO;LA OREJA DE VAN GOGH;BALADA
2220;DULCE LOCURA;LA OREJA DE VAN GOGH;BALADA
2244;MARIPOSA;LA OREJA DE VAN GOGH;BALADA
2282;SOLEDAD;LA OREJA DE VAN GOGH;BALADA
2715;DESEO DE COSAS IMPOSIBLES;LA OREJA DE VAN GOGH;BALADA
3717;EL VESTIDO AZUL;LA OREJA DE VAN GOGH;POP
4322;JUEVES;LA OREJA DE VAN GOGH;BALADA
4821;INMORTAL;LA OREJA DE VAN GOGH;BALADA
4912;COMETAS POR EL CIELO;LA OREJA DE VAN GOGH;POP
5277;DOS COPOS DE NIEVE;LA OREJA DE VAN GOGH;POP
5295;LA CHICA DEL GORRO AZUL;LA OREJA DE VAN GOGH;POP
5485;TU PELO;LA OREJA DE VAN GOGH;BALADA
5514;EL PRIMER DIA DEL RESTO DE MI VIDA;LA OREJA DE VAN GOGH;BALADA
5833;MI VIDA SIN TI;LA OREJA DE VAN GOGH & SAMO;BALADA
4415;EL ULTIMO VALS;LA OREJA DE VAN GOHO;POP
5951;AL MENOS;LA ORIGINAL BANDA EL LIMON;CORRIDO
6250;FRUTA MADURA;LA ORIGINAL BANDA EL LIMON;CORRIDO
1267;TANTO TIEMPO;LA PANDILLA;BALADA
1290;UNA HISTORIA IMPORTANTE;LA PANDILLA;BALADA
1906;AMIGA;LA PANDILLA;BALADA
1945;MALDICION ESTOY LLORANDO;LA PANDILLA;BALADA
4624;MI CANTO EXTRANJERO;LA PANDILLA;BALADA
4626;NO TENGO DERECHO;LA PANDILLA;BALADA
4643;TE AMO;LA PANDILLA;BALADA
1823;ALGO MAS;LA QUINTA ESTACION;POP
1923;EL SOL NO REGRESA;LA QUINTA ESTACION;POP
2669;ME MUERO;LA QUINTA ESTACION;POP
2793;TU PEOR ERROR;LA QUINTA ESTACION;BALADA
2828;NI�A;LA QUINTA ESTACION;BALADA
2885;PERDICION;LA QUINTA ESTACION;BALADA
2988;PENSANDO EN TI;LA QUINTA ESTACION;BALADA
3192;SUE�OS ROTOS;LA QUINTA ESTACION;BALADA
3210;DARIA;LA QUINTA ESTACION;POP
3212;DONDE IRAN;LA QUINTA ESTACION;POP
3581;QUE TE QUERIA;LA QUINTA ESTACION;POP
3672;LA FRASE TONTA DE LA SEMANA;LA QUINTA ESTACION;POP
3690;RECUERDAME;LA QUINTA ESTACION & MARCK ANTHONY;POP
2871;LA LOCURA AUTOMATICA;LA SECTA;REGGAETON
3077;NADA QUEDARA;LA SOCIEDAD;BALADA
3877;JUNTO A LA LLUVIA;LA SOCIEDAD;BALADA
697;TREN DEL CIELO;LA SOLE;FOLCKLORICA
4330;MICAELA;LA SONORA CARRUSELES;SALSA
6898;SI VOS TE VAS;LA SONORA DE MARGARITA;CUMBIA SONIDERA
3;CACHETE PECHITO Y OMBLIGO;LA SONORA DINAMITA;CUMBIA
1257;LA CONGA;LA SONORA DINAMITA;CUMBIA
1839;COLEGIALA;LA SONORA DINAMITA;CUMBIA
3033;SE ME PERDIO LA CADENITA;LA SONORA DINAMITA;CUMBIA
3185;POBRE MUCHACHO;LA SONORA DINAMITA;CUMBIA
3663;EL NEGRO JOSE;LA SONORA DINAMITA;CUMBIA
3678;METE Y SACA;LA SONORA DINAMITA;CUMBIA
3679;MI CUCU;LA SONORA DINAMITA;CUMBIA
3716;EL SIDA;LA SONORA DINAMITA;CUMBIA
3786;OYE;LA SONORA DINAMITA;CUMBIA
3905;CAROLA;LA SONORA DINAMITA;CUMBIA
4776;LA CORTINA;LA SONORA DINAMITA;CUMBIA
5070;LAS BRUJAS;LA SONORA DINAMITA;CUMBIA
6615;CUMBIA BARULERA;LA SONORA DINAMITA;CUMBIA SONIDERA
6643;EL BAILE DE LA VELA;LA SONORA DINAMITA;CUMBIA
6741;LAS SOLTERAS;LA SONORA DINAMITA;CUMBIA SONIDERA
6854;PILDORA DE AMOR;LA SONORA DINAMITA;CUMBIA SONIDERA
6997;YO SOY TU MAESTRA;LA SONORA DINAMITA;CUMBIA SONIDERA
426;TONTA;LA TRAMPA;CUMBIA
493;MUCHACHITA CELOSA;LA TRAMPA;CUMBIA
992;LA GATA;LA TRAMPA;CUMBIA
1577;DE ENERO A ENERO;LA TRAMPA;BALADA
1761;QUE BELLO;LA TRAMPA;CUMBIA
3225;MAMA ZOILA;LA TRINCHERA;BALADA
3238;PORQUE ERES FIEL;LA TRINCHERA;BALADA
3246;TU GRAN RECUERDO;LA TRINCHERA;BALADA
133;LOBO HOMBRE EN PARIS;LA UNION;ROCK LATINO
1093;VENENO EN LA PIEL;LA UNION;ROCK LATINO
5981;MAS Y MAS;LA UNION;ROCK
5999;VIVIR AL ESTE DEL EDEN;LA UNION;ROCK
4677;LONGA SUCIA;LA VAGANCIA;CUMBIA
5015;EL MANDARINA;LA VAGANCIA;CUMBIA
5042;RITA LASSO;LA VAGANCIA;CUMBIA
5671;ES MI PASION;LA VAGANCIA;POP
5692;SE PRENDIO LA FIESTA;LA VAGANCIA;CUMBIA
5693;SI SOY YO;LA VAGANCIA;CUMBIA
4036;POKER FACE;LADY GAGA;POP
4307;BAD ROMANCE;LADY GAGA;ELECTRONICA
5472;THE EDGE OF GLORY;LADY GAGA;ELECTRONICA
404;MALDITO AMOR;LADY NORIEGA;CUMBIA
5835;OTRO AMOR VENDRA;LARA FABIAN;POP
1165;QUEDATE;LARA FABIANA;BALADA
2973;LA LOBA;LAS CHICAS DEL CAN;MERENGUE
6277;JUANA LA CUBANA;LAS CHICAS DEL CAN;CUMBIA
2936;NO TE VISTAS QUE NO VAS;LAS KANARIAS;REGGAETON
755;ASEREJE;LAS KETCHUP;RUMBA
4435;QUE DEBO HACER;LAS LOLAS;BALADA
5924;ME HACES TANTA FALTA;LAS LOLAS;BALADA
227;DECLARACION DE AMOR;LAS MUSAS DEL VALLENATO;VALLENATO
1240;LLEGASTE TU;LAS MUSAS DEL VALLENATO;VALLENATO
1241;NO IMPORTA;LAS MUSAS DEL VALLENATO;VALLENATO
5156;AMORES ENFERMIZOS;LAS MUSAS DEL VALLENATO;VALLENATO
7092;LLEGASTE TU;LAS MUSAS DEL VALLENATO;VALLENATO
925;QUIERO UNA CHICA;LATIN DREAMS;REGGAETON
3337;SELF CONTROL;LAURA BRANIGAN;BALADA INGLES
15;SE FUE;LAURA PAUSINI;BALADA
345;LA SOLEDAD;LAURA PAUSINI;BALADA
451;AMORES EXTRA�OS;LAURA PAUSINI;BALADA
826;EMERGENCIA DE AMOR;LAURA PAUSINI;BALADA
844;INOLVIDABLE;LAURA PAUSINI;BALADA
887;LAS COSAS QUE VIVES;LAURA PAUSINI;BALADA
1003;ESCUCHA TU CORAZON;LAURA PAUSINI;BALADA
1495;VOLVERE JUNTO A TI;LAURA PAUSINI;BALADA
1565;TU NOMBRE EN MAYUSCULAS;LAURA PAUSINI;BALADA
1786;ENTRE TU Y MIL MARES;LAURA PAUSINI;BALADA
1991;VIVEME;LAURA PAUSINI;BALADA
2312;COMO SI NO NOS HUBIERAMOS AMADO;LAURA PAUSINI;BALADA
2760;CUANDO SE AMA;LAURA PAUSINI;BALADA
3620;EN CAMBIO NO;LAURA PAUSINI;BALADA
4560;DISPARAME DISPARA;LAURA PAUSINI;BALADA
3647;VIVE YA;LAURA PAUSINI & ANDREA BOCELLI;BALADA
4071;MI LIBRE CANCION;LAURA PAUSINI & JUANES;BALADA
5416;LIMPIO;LAURA PAUSINI & KYLIE;POP
2815;EN AUSENCIA DE TI;LAURA PAUSSINI;BALADA
4482;MI PEQUE�O AMOR;LAUREANO BRIZUELA & EDNITA NAZARIO;POP
6453;TODO POR AMOR;LAURIE COLON;BALADA
7198;TODO POR AMOR;LAURIE COLON;BALADA  GOSPEL
7318;MAJOR LAZER;LEAD ON;ELECTRONICA
4795;TE QUIERO;LEANDRO MARTINEZ;BALADA
4064;INMIGRANT SONG;LED ZEPELLIN;ROCK
4085;ROCK'N ROLL;LED ZEPELLIN;ROCK
2185;STAIRWAY TO HEAVEN;LED ZEPPELIN;BALADA INGLES
4005;BLACK DOG;LED ZEPPELLIN;ROCK
4200;WHOLE LOTTA LOVE;LED ZEPPELLIN;ROCK
5646;TERRIBLEMENTE CRUEL;LEIVA;BALADA
32;QUE DIOS TE ALEJE DE MI;LEO DAN;RANCHERA
95;SE QUE TE AMARE;LEO DAN;BALADA
98;UNA CALLE NOS SEPARA;LEO DAN;BALADA
112;COMO PODER SABER SI TE AMO;LEO DAN;BALADA
115;TE HE PROMETIDO;LEO DAN;BALADA
118;EL AMOR ESTUVO AQUI;LEO DAN;BALADA
120;A LA SOMBRA DE MI MADRE;LEO DAN;BALADA
149;SIEMPRE ESTOY PENSANDO EN ELLA;LEO DAN;BALADA
261;EL AMOR Y LA FELICIDAD;LEO DAN;BALADA
265;MAS DULCE QUE TU;LEO DAN;BALADA
304;CON NADIE ME COMPARES;LEO DAN;RANCHERA
317;TU ME PIDES QUE TE OLVIDE;LEO DAN;BALADA
366;COMO DUELE QUERER;LEO DAN;RANCHERA
444;MARY ES MI AMOR;LEO DAN;BALADA
489;AQUELLA NOCHE DE VERANO;LEO DAN;BALADA
509;YO SE QUE NO ES FELIZ;LEO DAN;RANCHERA
584;COMO TE EXTRA�O;LEO DAN;BALADA
593;ULTIMA SERENATA;LEO DAN;RANCHERA
604;CELIA;LEO DAN;BALADA
605;ESTELITA;LEO DAN;BALADA
606;FANNY;LEO DAN;BALADA
607;POR UN CAMINITO;LEO DAN;BALADA
608;QUE HERMOSA NOCHE;LEO DAN;BALADA
861;ESA PARED;LEO DAN;RANCHERA
889;NECESITO AMOR;LEO DAN;BALADA
1142;CUANDO UN AMOR SE VA;LEO DAN;RANCHERA
1143;EL RADIO ESTA TOCANDO;LEO DAN;RANCHERA
1277;TU LLEGASTE CUANDO MENOS;LEO DAN;BALADA
2852;AHORA;LEO DAN;BALADA
3435;PIDEME LA LUNA;LEO DAN;BALADA
3442;TAN SIMPLE Y DIFERENTE;LEO DAN;RANCHERA
3493;SI NO SE ACUERDA DE MI;LEO DAN;BALADA
4109;DIME;LEO DAN;BALADA
4404;AMIGO MIO;LEO DAN;RANCHERA
4493;SUSANA LLAMAME;LEO DAN;BALADA
5524;LIBRE SOLTERITO Y SIN NADIE;LEO DAN;BALADA
5539;QUE TIENE LA NI�A;LEO DAN;BALADA
5737;OJOS AZULES;LEO DAN;BALADA
6276;JESUS ES MI PASTOR;LEO DAN;RANCHERA
7090;JESUS ES MI PASTOR;LEO DAN;BALADA
342;DOS GARDENIAS;LEO MARINI;BOLERO
2316;DOS ALMAS;LEO MARINI;BOLERO
2341;LA GITANA;LEO MARINI;BALADA
5830;LE PIDO A DIOS;LEO MATTIOLI;CUMBIA
3549;WHEN I NEED YOU;LEO SAYER;BALADA INGLES
3569;I LOVE YOU MORE THAN I CAN SAY;LEO SAYER;BALADA INGLES
72;SOLO LE PIDO A DIOS;LEON GIECO;PROTESTA
3464;CINCO SIGLOS IGUAL;LEON GIECO;PROTESTA
3502;A VECES MI PUEBLO AZUL ES GRIS;LEON GIECO;FOLCKLORICA
283;LA RUBIA DEL CABARET;LEONARDO FAVIO;BALADA
284;MI AMANTE NI�A;LEONARDO FAVIO;BALADA
307;FUISTE MIA UN VERANO;LEONARDO FAVIO;BALADA
335;NI EL CLAVEL NI LA ROSA;LEONARDO FAVIO;BALADA
339;QUIERO APRENDER DE MEMORIA;LEONARDO FAVIO;BALADA
641;COMO ME DUELE LA PIEL;LEONARDO FAVIO;BALADA
642;DING DONG ESAS COSAS DEL AMOR;LEONARDO FAVIO;BALADA
643;ELLA YA ME OLVIDO;LEONARDO FAVIO;BALADA
644;LA DICHA QUE ME FUE NEGADA;LEONARDO FAVIO;BALADA
645;LA FOTO DE CARNET;LEONARDO FAVIO;BALADA
646;MAS QUE UN LOCO;LEONARDO FAVIO;BALADA
867;NO JUEGUES MAS;LEONARDO FAVIO;BALADA
952;SIMPLEMENTE TE REGALE UNA ROSA;LEONARDO FAVIO;BALADA
1102;EL NI�O Y EL CANARIO;LEONARDO FAVIO;BALADA
2148;HABLEMOS DE AMOR;LEONARDO FAVIO;BALADA
2555;MI TRISTEZA ES MIA;LEONARDO FAVIO;BALADA
2975;LA MUY MIMOSA;LEONARDO FAVIO;BALADA
3289;OH MI CAROLINA;LEONARDO FAVIO;BALADA
3302;AL VERTE ASI;LEONARDO FAVIO;BALADA
3361;EL AMANECER Y LA ESPERA;LEONARDO FAVIO;BALADA
3508;AVE MARIA LA NI�A;LEONARDO FAVIO;BALADA
3755;ASI ES CAROLINA;LEONARDO FAVIO;BALADA
4885;NO SER DIOS Y CUIDARLOS;LEONARDO FAVIO;BALADA
5942;TE BESE;LEONEL & MARIA JOSE;BALADA
4417;ERAS TU;LEONEL GARCIA;BALADA
5765;DEJALO;LEONEL GARCIA;POP
6848;PARA EMPEZAR;LEONEL GARCIA;BALADA
7216;PARA EMPEZAR;LEONEL GARCIA;BALADA
5392;ESE LOCO SOY YO;LIBERACION;BALADA
2632;MADRE CARI�ITO SANTO;LIDA UQUILLAS;PASILLO
5264;CARI�O SI TE VAS;LILA Y SU PERLA DE MAR;CUMBIA
6109;AL FINAL;LILLY GOODMAN;BALADA
6115;ALMA EN LIBERTAD;LILLY GOODMAN;BALADA
6234;EN LA TORMENTA;LILLY GOODMAN;CRISTIANA
6411;REPARAME;LILLY GOODMAN;CRISTIANA
6433;SIN MIEDO A NADA;LILLY GOODMAN;CRISTIANA
6436;SOBREVIVIRE;LILLY GOODMAN;CRISTIANA
6654;EL EQUIPAJE;LILLY GOODMAN;CRISTIANA
6716;INIGUALABLE SENSACION;LILLY GOODMAN;CRISTIANA
6786;MI IGLESIA;LILLY GOODMAN;CRISTIANA
6864;PUEDE SER;LILLY GOODMAN;CRISTIANA
6900;SIN DOLOR;LILLY GOODMAN;CRISTIANA
7052;AL FINAL;LILLY GOODMAN;BALADA
7055;ALMA EN LIBERTAD;LILLY GOODMAN;BALADA
7069;EL EQUIPAJE;LILLY GOODMAN;BALADA
7077;EN LA TORMENTA;LILLY GOODMAN;BALADA
7087;INIGUALABLE SENSACION;LILLY GOODMAN;BALADA
7111;PUEDE SER;LILLY GOODMAN;BALADA
7113;REPARAME;LILLY GOODMAN;BALADA
7118;SIN DOLOR;LILLY GOODMAN;BALADA
7119;SIN MIEDO A NADA;LILLY GOODMAN;BALADA
7120;SOBREVIVIRE;LILLY GOODMAN;BALADA
7188;MI IGLESIA;LILLY GOODMAN;BALADA  GOSPEL
6387;PRAYER IN C;LILLY WOOD & ROBIN SCHULZ;POP
6662;EL QUE TE AMA;LIMBERT VARGAS;BALADA
7255;EL QUE TE AMA;LIMBERT VARGAS;BALADA
5847;SOLO CONTIGO;LIMITE;CUMBIA
6490;Y ANDALE;LINDA RONSTADT;RANCHERA
4569;IN THE END;LINKIN PARK;ROCK
6009;CRAWLING;LINKIN PARK;ROCK
6083;NUMB;LINKIN PARK;ROCK
2286;HELLO;LIONEL RICHIE;BALADA INGLES
2387;SAY YOU SAY ME;LIONEL RICHIE;BALADA INGLES
3104;ALL NIGHT LONG;LIONEL RICHIE;BALADA INGLES
2368;MY ENDLESS LOVE;LIONEL RICHIE Y DIANA ROSS;BALADA INGLES
2204;AMOR LINDO;LISANDRO MEZA;CUMBIA
2240;LOS LAMENTOS;LISANDRO MEZA;CUMBIA
5379;ECLIPSE TOTAL DEL AMOR;LISSETTE;BALADA
1089;SIRENA DE AMOR;LIZANDRO MESA;CUMBIA
1090;REGRESA PRONTO;LIZANDRO MESA;CUMBIA
1091;LA CUMBIA DEL AMOR;LIZANDRO MESA;CUMBIA
1147;EL AMOR;LIZANDRO MESA;CUMBIA
1148;SOLEDAD;LIZANDRO MESA;CUMBIA
2082;LEJANIA;LIZANDRO MESA;CUMBIA
2083;ALEGRIA Y AMOR;LIZANDRO MESA;CUMBIA
2140;EL SIETE;LIZANDRO MESA;CUMBIA
2142;ENTRE REJAS;LIZANDRO MESA;CUMBIA
2144;ESTA PILLAO;LIZANDRO MESA;CUMBIA
4513;EL HIJO DE TUTA;LIZANDRO MESA;CUMBIA
5659;CHAMPAGNE SHOWERS;LMFAO & NATALIA KILLS;ELECTRONICA
3921;MASOQUISMO;LOLA;BALADA
2123;CAMINO A ESPA�A;LOLITA ECHEVERRIA;NACIONAL
2882;NO RENUNCIARE;LOLITA FLORES;BALADA
3204;AMOR AMOR;LOLITA FLORES;BALADA
1399;DOCE ROSAS;LORENZO ANTONIO;BALADA
2012;LA ULTIMA CARTA;LORENZO ANTONIO;BALADA
6633;DILE;LORENZO ANTONIO;BALADA
447;LA NOCHE DE BLANCO SATEN;LORENZO SANTAMARIA;BALADA
3233;PARA QUE NO ME OLVIDES;LORENZO SANTAMARIA;BALADA
3538;SOLO POR ESE AMOR;LORENZO SANTAMARIA;BALADA
3746;TE QUIERO A TI;LORENZO SANTAMARIA;BALADA
3527;MIL HORAS;LOS ABUELOS DE LA NADA;ROCK LATINO
4304;ANHELO;LOS ADOLESCENTES;SALSA
2662;LUZ DE LUNA;LOS ALTAMIRANO;FOLCKLORICA
5956;BEBER TU SANGRE;LOS AMANTES DE LOLA;POP
4895;VETE;LOS AMAYA;BALADA
4896;VIVE LA VIDA HOY;LOS AMAYA;BALADA
2919;ESTOY HECHO UN DEMONIO;LOS ANGELES;BALADA
2364;MI NI�A MUJER;LOS ANGELES AZULES;CUMBIA
2412;AMOR SECRETO;LOS ANGELES DE CHARLY;CUMBIA
210;Y VOLVERE;LOS ANGELES NEGROS;BALADA
241;AQUELLOS BESOS QUE TE DI;LOS ANGELES NEGROS;BALADA
416;POR CULPA DE ESTE AMOR;LOS ANGELES NEGROS;BALADA
431;AMOR POR TI;LOS ANGELES NEGROS;BALADA
888;MURIO LA FLOR;LOS ANGELES NEGROS;BALADA
1150;COMO QUISIERA DECIRTE;LOS ANGELES NEGROS;BALADA
1894;AYER ME PREGUNTARON POR TI;LOS ANGELES NEGROS;BALADA
1900;NO MORIRA JAMAS;LOS ANGELES NEGROS;BALADA
2025;TE DEJO LA CIUDAD SIN MI;LOS ANGELES NEGROS;BALADA
2033;YO SE QUE ESTAS;LOS ANGELES NEGROS;BALADA
2103;A TU RECUERDO;LOS ANGELES NEGROS;BALADA
2327;ESTA NOCHE LA PASO CONTIGO;LOS ANGELES NEGROS;BALADA
3239;PORQUE TE QUIERO;LOS ANGELES NEGROS;BALADA
6622;DEBUT Y DESPEDIDA;LOS ANGELES NEGROS;BALADA
363;LOS CAMINOS DE LA VIDA;LOS ANTARES;VALS
789;CUANDO ESTEMOS VIEJOS;LOS ANTARES;BOLERO
1018;MI COMPA�ERA;LOS ANTARES;BOLERO
1203;EL TIEMPO QUE TE QUEDE LIBRE;LOS ANTARES;BOLERO
2260;NATHALIE;LOS ARRIAGADA;BALADA
4486;POEMA;LOS ARRIAGADA;BOLERO
467;LA GUITARRA;LOS AUTENTICOS DECADENTES;POP
596;CORAZON;LOS AUTENTICOS DECADENTES;CUMBIA
1103;EL GRAN SE�OR;LOS AUTENTICOS DECADENTES;CUMBIA
4511;DIOSA;LOS AUTENTICOS DECADENTES;POP
4337;PRONTO TE ARREPENTIRAS;LOS BLUE CAPS;BALADA
162;LLORANDO ME VINE CANTANDO ME VOY;LOS BRIBONES;BALADA
3017;ESTA PENA MIA;LOS BRILLANTES;PASILLO
3403;ALMAS GEMELAS;LOS BRILLANTES;PASILLO
3523;LEJOS DE TI;LOS BRILLANTES;PASILLO
4046;UN TRISTE DESPERTAR;LOS BRILLANTES;PASILLO
4527;NEGRA MALA;LOS BRILLANTES;PASILLO
764;MALDITO ORGULLO MIO;LOS BRIOS;BALADA
4827;ME PARECE QUE ME ESTOY ENAMORANDO;LOS BRIOS;BALADA
4849;YO SE QUE TE ACORDARAS;LOS BRIOS;BALADA
4944;TENGO MIEDO;LOS BRIOS;BALADA
6960;TU NOMBRE EN LA ARENA;LOS BRIOS;BALADA
427;TU CARCEL;LOS BUKIS;BALADA
1432;COMO ME HACES FALTA;LOS BUKIS;BALADA
1859;MI FANTASIA;LOS BUKIS;BALADA
1901;COMO FUI A ENAMORARME DE TI;LOS BUKIS;BALADA
2301;A DONDE VAS;LOS BUKIS;BALADA
2328;ESTE ADIOS;LOS BUKIS;BALADA
2465;NAVIDAD SIN TI;LOS BUKIS;BALADA
2501;A DONDE VAYAS;LOS BUKIS;BALADA
2647;SI TU TE FUERAS DE MI;LOS BUKIS;BALADA
4347;TUS MENTIRAS;LOS BUKIS;BALADA
5471;TE QUIERO A TI;LOS BUKIS;BALADA
6809;NECESITA DE TI;LOS BUKIS;BALADA
5359;BAILANDO SOLO;LOS BUNKERS;DISCO
2011;EL VENAO;LOS CANTANTES;MERENGUE
2440;EL VIRAO;LOS CANTANTES;MERENGUE
592;MAMA VIEJA;LOS CHALCHALEROS;SAMBA
2356;LUNA TUCUMANA;LOS CHALCHALEROS;SAMBA
2660;LA LOPEZ PEREIRA;LOS CHALCHALEROS;FOLCKLORICA
2700;YO VENDO UNOS OJOS NEGROS;LOS CHALCHALEROS;FOLCKLORICA
3200;ZAMBA DE MI ESPERANZA;LOS CHALCHALEROS;ZAMBA
4994;QUEDATE CONMIGO;LOS CHICHES DEL VALLENATO;VALLENATO
3514;EL BESO;LOS CHURRUMBELES;PASO DOBLE
3575;NO TE PUEDO QUERER;LOS CHURRUMBELES;PASO DOBLE
551;EL CONEJITO;LOS CONQUISTADORES;SAN JUANITO
1100;CORAZON DE CHANCHO;LOS CONQUISTADORES;SAN JUANITO
2050;BORRACHO HASTA EL AMANECER;LOS COQUILLOS;ROCK LATINO
108;CARPUELA;LOS CUATRO DEL ALTIPLANO;FOLCKLORIKA
808;EL SOMBRERITO;LOS CUATRO DEL ALTIPLANO;FOLCKLORICA
857;ESTRELLA DE LA NOCHE;LOS CUATRO DEL ALTIPLANO;FOLCKLORICA
2089;CANCION PARA UN AMOR PERDIDO;LOS CUATRO DEL ALTIPLANO;FOLCKLORICA
2090;SENTIMIENTO DE AMOR;LOS CUATRO DEL ALTIPLANO;FOLCKLORICA
734;CIUDAD BLANCA;LOS DAVALOS;VALS
737;EL PROVINCIANO;LOS DAVALOS;VALS
3164;EL ROSARIO DE MI MADRE;LOS DAVALOS;VALS
3820;GITANA;LOS DAVALOS;VALS
209;UNA CANCION;LOS DE ADENTRO;BALADA
2169;NUBES NEGRAS;LOS DE ADENTRO;BALADA
12;MACARENA;LOS DEL RIO;RUMBA
1970;SI DEJA TU AMOR DE SER MIO;LOS DEL SUQUIA;FOLCKLORICA
2310;CANCION PARA UNA MENTIRA;LOS DEL SUQUIA;FOLCKLORICA
2688;SIN TI NO VALGO NADA;LOS DEL SUQUIA;FOLCKLORICA
3578;PARA QUE NO ME OLVIDES;LOS DEL SUQUIA;FOLCKLORICA
4959;VEREDA TROPICAL;LOS DELFINES;BOLERO
240;PERDONAME;LOS DIABLITOS;VALLENATO
701;AMOR SIN FRONTERAS;LOS DIABLITOS;VALLENATO
718;QUE VUELVA;LOS DIABLITOS;VALLENATO
1362;A BESITOS;LOS DIABLITOS;VALLENATO
1707;NO ES AMIGO EL CORAZON;LOS DIABLITOS;VALLENATO
3611;BUSCA UN CONFIDENTE;LOS DIABLITOS;VALLENATO
4038;RECUERDOS DE UN AMOR;LOS DIABLITOS;VALLENATO
4286;NOVIOS CRUZADOS;LOS DIABLITOS;VALLENATO
4627;NO VOY A LLORAR;LOS DIABLITOS;VALLENATO
5020;GRACIAS MI DIOS;LOS DIABLITOS;VALLENATO
5033;MI DIOSA HUMANA;LOS DIABLITOS;VALLENATO
5643;SIRENA ENCANTADA;LOS DIABLITOS;VALLENATO
3169;HOMBRE SOLITARIO;LOS DOLTONS;BALADA
280;VEINTE A�OS MENOS;LOS DUKES;CUMBIA
980;MIL HORAS;LOS DUKES;CUMBIA
705;PIENSA EN MI AMOR;LOS EMBAJADORES;VALLENATO
3475;EL SANTO CACHON;LOS EMBAJADORES;VALLENATO
1961;PERDI MI OPORTUNIDAD;LOS FABULOSOS CADILLAC;BALADA
2158;MATADOR;LOS FABULOSOS CADILLAC;ROCK LATINO
4622;MAL BICHO;LOS FABULOSOS CADILLAC;ROCK LATINO
4638;SIGUIENDO LA LUNA;LOS FABULOSOS CADILLAC;REGGAE
5933;PADRE NUESTRO;LOS FABULOSOS CADILLACS;CUMBIA
3810;COMO TU;LOS FALCONS;BALADA
3528;MUCHACHA TRISTE;LOS FANTASMAS DEL CARIBE;MERENGUE
2763;EL MAYOR DE LOS FERNANDEZ;LOS FERNANDEZ;RANCHERA
155;NUNCA MAS PODRE OLVIDARTE;LOS GALOS;BALADA
279;VOY A PINTAR LAS PAREDES;LOS GALOS;BALADA
1948;CANCION PARA UNA ESPOSA TRISTE;LOS GALOS;BALADA
2797;UN MINUTO DE TU AMOR;LOS GALOS;BALADA
4582;PERDONA SI ME VES LLORAR;LOS GALOS;BALADA
4691;TE AMO DE NOCHE TE EXTRA�O DE DIA;LOS GALOS;BALADA
4787;POR TEMOR;LOS GALOS;BALADA
4222;MALO;LOS GENIOS DEL VALLENATO;VALLENATO
4306;AVENTURA;LOS GIGANTES;VALLENATO
4698;YO TE AME;LOS GIGANTES;VALLENATO
717;QUE IMPORTA SI TE VAS;LOS GIGANTES DEL VALLENATO;VALLENATO
1404;INOCENTE;LOS GIGANTES DEL VALLENATO;VALLENATO
2054;DEJANDO HUELLAS;LOS GIGANTES DEL VALLENATO;VALLENATO
2087;MI FELICIDAD;LOS GIGANTES DEL VALLENATO;VALLENATO
2088;TE EXTRA�O TANTO;LOS GIGANTES DEL VALLENATO;VALLENATO
2938;PARO DE MI CORAZON;LOS GIGANTES DEL VALLENATO;VALLENATO
22;OLVIDARTE NUNCA;LOS GOLPES;BALADA
237;VETE YA;LOS GOLPES;BALADA
385;LAGRIMAS DE UNA MADRE;LOS GOLPES;BALADA
386;COMO SUFRO AL RECORDAR;LOS GOLPES;BALADA
905;NO ME DES TU ADIOS;LOS GOLPES;BALADA
4617;LA POBRE MIA;LOS GOLPES;BALADA
5077;MUJER NI�A Y AMIGA;LOS GUARANIES;BALADA
6830;NUBES NEGRAS;LOS IGUARAN;VALLENATO
4997;SOY UN MACARRA;LOS ILEGALES DE ESPA�A;R. LATINO
4371;ME DUELE LA CARA;LOS INHUMANOS;ROCK
576;ME ILUSIONE;LOS INQUIETOS;VALLENATO
